question	context	answers
When you talk to people ,you should look _ .	"It's hard to make friends if you stay at home alone all the time. Get out of house and do things that will put you in touch with other people. It's easier to make friends when you have similar interests. Don't be afraid to show people what you're really good at. Talk about things you like and do best. People will be interested in you if there is something interesting about you. Look at people in the eyes when you talk to them. That way , they'll find it easier to talk to you. Be a good listener. Let people talk about themselves before talking about ""me ,me, me"" Try to make friends with the kinds of people you really like, respect and admire ,not just with those who we are easy to meet. Be friends with a lot of people .That way ,you 'll have a bigger group of people to choose and have more chances for making friends."	['at the people in the eyes']
The passage is mainly about _ .	Emotional eating is when people use food as a way to deal with feelings instead of to satisfy hunger. We've all been there, finishing a whole bag of chips out of boredom or eating cookie after cookie while _ for a big test. But when done a lot -- especially without realizing it -- emotional eating can affect weight, health, and overall well-being. Not many of us make the connection between eating and our feelings. But understanding what drives emotional eating can help people take steps to change it. One of the biggest myths about emotional eating is that it's prompted by negative feelings. Yes, people often turn to food when they're stressed out, lonely, sad, anxious, or bored. But emotional eating can be linked to positive feelings too, like the romance of sharing dessert on Valentine's Day or the celebration of a holiday feast. Sometimes emotional eating is tied to major life events, like a death or a divorce. More often, though, it's the countless little daily stresses that cause someone to seek comfort or distraction in food. Emotional eating patterns can be learned: A child who is given candy after a big achievement may grow up using candy as a reward for a job well done. A kid who is given cookies as a way to stop crying may learn to link cookies with comfort. We're all emotional eaters to some extent. But for some people, emotional eating can be a real problem, causing serious weight gain or cycles of binging and purging. The trouble with emotional eating (apart from the health issues) is that once the pleasure of eating is gone, the feelings that cause it remain. And you often may feel worse about eating the amount or type of food you did. That's why it helps to know the differences between physical hunger and emotional hunger. Next time you reach for a snack, check in and see which type of hunger is driving it.	['what emotional eating is and its harm']
If Mr. Green (VIP), together with his wife and his three schoolchildren watches the movie Chinese Girl, how much will they pay for the admission?	Fri, Jun. 1 Nightlife Back to the Age of Innocence This performance, organized by the group Lifetime Wharf, will celebrate Children's Day and commemorate the lost childhoods of office workers. Five bands will perform: DH & Chinese Hellcats, DUDE, Candy Monster, Residence A and Island Mood. Where: Yugong Yishan Livehouse, 3-2 Zhangzizhong Lu. Dongcheng District When: 8 pm Admission: 60 yuan pre-sale. 80 yuan at door Tel: 64042711 Sun. Jun. 3 Movie Chinese Girlby Guo Xiaolu The indie film Chinese Girl directed by Guo Xiaolu, is about the life of a girl who lives in the countryside. The lead actress, Huang Lu, will attend the screening and answer participants' questions afterwards. Where: UCCA, 4 Jiuxianqiao Lu, Chaoyang District When: 7pm Admission: 15 yuan (10 yuan for students, free for VIP) Tel: 57800200 Mon, Jun. 4 Script Reading Scripts written by students from the 166thMiddle School of Beijing will be performed. They include:Love Sleeping Beauty, Lucky Ferris Wheel Production, Jane Eyre, Our Self-study Class and Farewell -- Bing Xin. Where: Penghao Theater, 35 Dongmianhua Hutong, Dongcheng District When: Until Jun. 5, 7: 30 pm Admission: 80 yuan (40 yuan for students) Tel: 64006472 Thu, Jun. 7 Movie Invictus This film is directed by Clint Eastwood and stars Matt Damon and Morgan Freeman, both of whom were nominated for Academy Awards. Where: China Film Archive, 3 Wenhuiyuan Lu, Haidian District When: Until Jun. 8, 7:30 --10 pm Admission: 120 -- 480 yuan Tel: 66550000	['45 yuan.']
According to the passage, which of the following statements about the writer is TRUE?	"""The only thing holding you back is yourself. Never say never"", said a rising 17-year-old singer, Justin Bieber, who was just an ordinary boy in Canada a few years ago. After the accident of falling from the 18th floor and lying in the snow for three hours, my hands were frozen and my spinal cord was seriously injured. All the doctors and professors in the famous hospitals in Beijing told me that there was little chance for my hands and my body to recover . After half a year of medical treatments and recovering exercises , I could not make any more progress for over a year . What was worse , I suffered a lot from depression ( ).On top of this , I suffered from insomnia , I couldn't fall asleep the whole night. Hopelessly , mom and I came back to my hometown, which is small town in Guangdong. At that time , I thought that I would never be able to walk again. I would never love and be loved. I would never be able to earn even a penny. I would never be able to repay the kindness I got from my parents and many nice people . Life was meaningless. Now two years has passed.My hands are 80% recovered.I can even type faster than a healthy person ! Up to now, I have worked for a company as an interpreter for half a year already. Although I don't earn as much as before, I am able to pay for the food and clothes I need. What's more , I even have extra money to buy thanksgiving presents for my parents and my boyfriend. Through my blogs( ) , many people get to know me and like me.I can bring happiness to them. I can help those who are still suffering from depression and the pain of illnesses by chatting with them....You see, I am living a meaningful life and I am happier than ever I could have dreamed. So, my friends, never say never. As long as you are alive , there is always hope and possibilities. It is never too late to take action to realize your dreams."	['She is in love with a young man at present.']
The author felt he could not miss the offer because _ .	"The first time I went for a walk around my father-in-law's neighborhood was garbage day, and I was shocked to see what people were throwing out. It was back in 1981, and I saw many people gathered in someone's front yard. As I went nearer to see what was happening I got my first introduction to yard sales. For the few dollars I had in my wallet, I was able to buy a seven-inch black-and-white portable TV. I also bought a flashlight. The following weekend, at another yard sale, I saw a 14-inch color1 TV being sold for almost nothing. I felt I could not miss the offer and bought it. Now I had two sets and couldn't wait to see what else I could afford the next weekend. Spring ended, and by then I had accumulated almost every type of electronic equipment I had always wished to have back home. Then this new idea came to mind. I had heard about a man who traveled back home every few months. He drove a truck filled with boxes of new and used stuff that people were sending to s. So I told my father that I would send as many types of items as I could so that he could start his resale business. Every few months I would gather several boxes of American ""junk"" --- televisions, toasters, fans, hair dryers, etc. and send them home. As word got out about my father's ""trash"" market, people all came to buy these things. Three years later, when I visited my family for the first time since leaving home, I learned that many of the families in our neighborhood had a piece of ""trash"". It proved that I had the responsibility to keep people back home up to date with the latest technology you no longer need.(304words)"	['the second TV set was very cheap']
What side of the author matters a lot to Super according to him?	We met in a crowded showroom fifteen years ago. As I inched forward I eyed him with suspicion, unsure what to make of this stranger.A salesman made the proper introductions and although we got to know each other, I didn't trust him. I call him Super. I would find myself staring at him, wondering what secrets he held. I found myself spending more and more time with Super, getting to know him, learning to trust him. My other friends soon became a little jealous, stating that I spent too much time with him. It was true, but I didn't feel guilty, for I could just be myself with him. He didn't care about my appearance, pay and failure. None of these things mattered to him. Then _ one _ day _ he _ said _ he _ was _ going _ to _ show _ me _ the _ world.He _ said _ that _ I _ could _ ask _ to _ go _ anywhere, _ anywhere _ at _ all. When I asked him to show me New York, he didn't hesitate. He showed me the bright lights of Broadway, the majestic Statue of Liberty and so much more. Late at night we played games. Sometimes I won, sometimes he did.It didn't matter because we had fun. Through him I met other people. Men and women I never would have met if it wasn't for him. Then suddenly he became sick. He was unable to do anything and I felt so helpless because I didn't know what was wrong. But I knew those who could.I paced around the room while he was examined.What if it was something serious? What if he died? I cried but luckily he was fine again. I looked at him and saw my companion, teacher, instructor, travel guide and so much more.He was my friend, my best friend.He is ... my computer.	['Nothing.']
This passage is mainly about _ .	Anger is a kind of feeling. Many things can make you angry. When your teacher gives you too much homework, when your team loses an important game, when a friend borrows your favorite thing and then breaks it, you may get really angry. Usually, your body will tell you when you are angry. For example, you breathe faster, your face turns red, and you may want to break something or hit someone, but sometimes, you hide your anger. For example, you may hide it in your heart. The problem is that if you do this, you may get a headache or your stomach may hurt. In fact, it's not good to hide your anger, and it's normal for you to get angry sometimes. But anger must be let out in the right way, without hurting others or yourself. When you get angry, you can talk about it with other people. It's helpful to talk about your anger with an adult, such as parents, a teacher, etc. When you talk about anger, those bad feelings can start to go away. Here are some other things you can do when you start to feel angry: talk to a good friend; count from 1 to 100; give someone a hug ; go for a bike ride; think about good things, etc. Remember that how you act when you are angry can make everything better or worse. Don't let your anger you.	['anger']
Children may be more rebellious if _ .	"Teens are more likely to behave badly if their parents expect them to,a new US study has found. ""Parents who believe they are simply being realistic might actually be having a bad effect on their children,"" Christy Buchanan,a teacher at Wake Forest University and one of the authors of the study,said. ""Bad expectations on the part of both parents and children predict more rebellious behaviors later on."" The finding came from a study of more than 250 sixth and seventhgraders and their mothers. They were examined at the start of the study and again one year later. If kids' mothers expected them to take more risks and be more rebellious,higher chances of risky behavior were seen. _ _ _ when kids had bad expectations of themselves. ""Sometimes parents expect more negative behavior from their children than they should based on the children's history of behavior,"" Buchanan said.Parents shouldn't be naive about the possibility of bad behavior,she said,but it's also a mistake to think that children who are wellbehaved will naturally become rebellious at the age of 13. ""By thinking risktaking or rebelliousness is normal for teenagers and showing that to their children,parents might add to other messages from society that make teenagers feel that they are strange if they are not willing to take risks or break laws,"" she said.""This can mean,for example,that when parents expect teens to drink before they turn 21 or to do other risky behaviors,kids are less likely to refuse to do so later in their lives."" On the other hand,parents' expectations that teens can exhibit good behaviors and refuse to behave badly or to take risks could help reduce the possibility of bad behavior,Buchanan said.""As a parent,you should put expectations on your children carefully."""	['they know parents think risktaking is normal']
The benefits from anti aging creams are the following except that _ .	"One of today's hottest topics among women (and to an extent among men too now) is anti aging and how to reverse the signs of age.The beauty industry has responded to this by offering a wide collection of anti aging creams and other anti aging products aimed at all pocketbooks,ranging from economical to highly priced. And the question is ""do any of these often much-vaunted anti aging creams actually work?"" And if they do,how precisely do they perform their miracles? Well the appropriate response to that is that they do work - after a fashion.There certainly are anti aging creams available for a ly modest price that will reduce the appearance of wrinkles in a comparatively short period of regular application.But this really is the limit of their powers: they won't actually undo skin damage or eradicate all signs of age;they will simply modify them,some more effectively than others. The way they work is like so: they remove upper layers of dead skin cells and make deeper layers absorb water,serving to plump them up and make them look fuller and healthier.But since such anti aging creams only go skin deep,as it were,skin damage will reappear once you stop using the anti aging wrinkle cream. This means fairly heavy regular use,which might be costly depending on your choice of product.However,if you can afford it or think it's worth the cost,it won't be such an issue.After all,what woman wants to look older than her years when looking good is so tied up with many women's self-esteem and sense of identity. A compromise solution for those _ is to use the cheaper creams.In addition,it's always wise to be a little experimental to make sure you end up with the one that suits your skin best. So,to sum up: an anti wrinkle face cream will work within limits,depending on your objective."	['they make wrinkle faces rough']
"The best title for this passage can be"" _ ""."	"Sports can help us a lot. Taking exercise can make us strong. In collectivesports like basketball,volleyball or football,wewill learn the importance of cooperation. And sports can also help us relax after work or study. However,as the saying goes,""There are two sides of everything. ""Sometimes we may hurt other players or ourselves if we are not careful enough when participatingin sports activities. What's more,too much or hard practice can be bad for our health. Sports can make us healthy both physically and psychologically. It is also a good way for people to know each other and can improve friendship between people. So long as we are careful enough,sports can do us nothing but good."	['Sports and health']
What is the best title of this passage?	Are you going into skiing? Is winter your favorite time of year? If you like snow and ice, maybe you should stay at Ice Hotel in Quebec, Canada. But, you can only check in at this hotel during the winter. Why? Because this hotel is built every December. It has 32 rooms and 80 people can stay there each night. The hotel even has a movie theatre, art gallery, and church. Of course, all of these parts of the hotel are made of ice. In fact, all the furniture, art, lights, and even plates and drinking glasses are made out of ice. Because this hotel is so unusual, it is becoming very popular. People from all over the world come to the Ice Hotel to look at the fantastic ice art, drink and eat from designed ice dishes and experience the unique atmosphere. Some couples have even gotten married in the hotel's ice church. But all these guests keep their winter coats on! Because of all the ice, the temperature inside the hotel is always between -2degC and -5degC. Surprisingly, sleeping is not a problem in the freezing cold hotel rooms. Every guest gets a special cold weather sleeping bag and some fur blankets. These keep the room cozy until morning.	['What makes the Ice Hotel special']
Most people liked to buy books in the shop because _ .	"Mr. Green once worked in a big company. He was so busy that he couldn't do any reading. So he gave up his job and opened a bookshop in the center of the town. It wasn't big but all the books were nice and most people liked to buy some there. When the shop was closed, he could read at home. He knew a lot and many learned people were glad to make friends with him. It was Sunday and it was cold outside. Mr. Green was very busy. At nine in the evening al! the buyers left but a woman was still there. She was dressed up and seemed to be waiting for somebody there. Standing by the shelves, she looked over the books one after another, and made them in a terrible mess . Mr. Green came up to her and asked, ""Excuse me, madam. What can I do for you?"" ""Your books are not interesting at all,"" said the woman, ""I want a delicious one."" ""That's easy,"" Mr. Green smiled. He brought out a cookbook and said, ""Here you are, madam."""	['the books there were all good for people']
The author wrote this passage in order to _ .	"Until recently, I hadn't done much community service.In face, I did nothing to benefit anyone but myself.My selfishness and laziness were clear before I received an assignment from my teacher.Each student was required to complete 10 hours community service.To me, 10 hours was a huge amount of time to spend helping others.Volunterring, for me, has been a truly life - changing experience. My mom suggested that I organize a food drive in our development and donate what I collected to a local shelter.Anything that would help finish the project seemed like a good idea, so I agreed.I made up flyers asking for donations and placed flyers at every house in my neighborhood. I was getting ready to fetch the cans from my neighbor's yards on the day of the food drive when all of a sudden it started to pour.Rain flooded the roads and wind blew hard, but I was determined to complete my task.My mom drove me around our development and I jumped out at every house to collect items people had put out. When we finally arrived the shelter, I was a little nervous because I had never been there before.The woman in charge was extremely grateful for the donations and said that the world would be ganizing the food drive and delighted that my service to the community would make a difference in people's lives. As I was leaving the shelter, a man asked if I was the one who had brought all the food.I shyly nodded, and he said, ""A round here, you are a hero."" From that point on, I made myself a promise that I would serve the community more often, even when it was not required.Through this school assignment, I have realized that caring for others is an important part of living and the world would be a completely different place if people all help those who are less fortunate."	['expect more people to think of others']
How did the woman probably feel after reading the e-mail?	"A couple from Minneapolis decided to go to Florida for a long weekend to warm themselves up during one particularly icy cold winter. They planned to stay at the very same hotel where they spent their honeymoon 20 years ago. They both had jobs, so it was decided that the husband would fly to Florida on a Thursday, and his wife would follow him the next day. Upon arriving as planned, the husband checked into the hotel. There he decided to open his laptop and send his wife an e-mail back in Minneapolis. However, he accidentally left off one letter in her address and sent the e-mail without noticing his error. In the same time: In Houston, a woman had just returned from her husband's funeral . He was a minister of many years who had been ""called home to glory"" following a heart attack. The woman checked her e-mail, expecting message from family and friends. Upon reading the first message, she fainted and fell to the floor. Her son rushed into the room, found his mother on the floor and saw the computer screen which read: To: My Loving Wife From: Your Departed Husband Subject: I've arrived! I've just arrived and have been checked in. I see that everything has been prepared for your arrival tomorrow. Looking forward to seeing you then. Hope your journey is as uneventful as mine was. P.S. Sure is hot down here."	['Frightened']
Cars in the future mustn't bring _ pollution in the air.	Now cities are full of cars. Some families even have two or more cars. Parking is a great problem, and so is the traffic in and around the cities. Something will have to be done to change it. What will the cars of tomorrow be like? Little cars may some day take the place of today's big cars. If everyone drives little cars in the future, there will be less pollution in the air. There will also be more space for parking cars in cities, and the streets will be less crowded. Three little cars can fit in the space now needed for one car of the usual size. The little cars will cost much less to own and to drive. Driving will be safer, too. What is more, these little cars can go about 65 kilometers per hour. Little cars of the future will be fine for getting around a city, but they will not be useful for long trips. If big cars are still used along with the small ones, two sets of roads will be needed in the future. Some roads will be used for the big, fast cars, and other roads will be needed for the slower small ones.	['more']
What can we learn from the article?	"WASHINGTON -- President Obama brought together the leaders of Japan and South Korea to discuss cooperation on containing North Korea and its nuclear weapons programs. Japan and North Korea have had tense relations over unresolved issues, some of them dating back 100 years. The three leaders emphasized the importance of cooperation in dealing with North Korea. The meeting took place Tuesday in the Hague, after a twoday nuclear security summit. President Obama praised South Korean President Park Geunhye and Japanese Prime Minister Shinzo Abe for overcoming their differences to discuss a serious threat to regional peace. He emphasized the importance of cooperation on the North Korean nuclear issue. Obama said the three discussed steps to deepen diplomatic and military cooperation, including joint military exercises and missile defense against Pyongyang. He said further discussions would take place next month, during his visits to Seoul and Tokyo. The South Korean president stressed the importance of a united response to North Korea, but also called on the North to choose a peaceful path. ""I sincerely hope that this meeting will offer a chance for us to reconfirm our trilateral coordination and strengthen the cooperation on the nuclear front,"" said Park. Japanese Prime Minister Shinzo Abe agreed. ""Particularly it is extremely important that we were able to confirm close cooperation among Japan, the United States and the Republic of Korea on the issue of North Korea, the three countries who would like to cooperate so that North Korea will be able to take a positive position with regard to nuclear and missile issue,"" said Abe. Japan and South Korea have several unresolved issues, including Japan's refusal to apologize again for crimes committed 70 years ago. Former U.S. diplomat Richard Armitage told an audience this week that painful historic injustices take a long time to heal, and that it is in Japan's interest to continue apologizing for as long as necessary. ""There is a historical record of enormous generosity, achievement and respect for human rights and human freedom,"" said Armitage."	['The three leaders attended a nuclear security summit before the meeting.']
From the text, we know water can carry _ .	"""An apple a day keeps the doctor away."" Similarly, if we drink a little more water ever day, we may find that we need to go to the doctor a lot less often. A healthy diet is made up of water and a great many different kinds of foods. We know that healthy foods like fruits, vegetables and fish, are important as they provide us with energy and fibre, without giving us too much fat and sugar. But why is water important? The human body needs water to survive. Water is important as it carries poisons and waste out of our bodies. However, doctors advise us to drink plenty of water, much more than the small amount we need to stay alive. Some doctors believe that water is important for our health in all kinds of ways. They believe that a great many illnesses and health problems stars as a result of dehydration--a lack of water in the body. Most people are dehydrated at least some of time, although they probably don't know it. It is surprising to learn that if we feel thirsty, we are already in the first stages of dehydration. In fact, we are advised to drink water before we feel thirsty. These doctors think that health problems such as headaches, high blood pressure and asthma could be helped if people drink more water. They also believe that drinking more water can help people who are overweight. Water contains no calories so it will not make us put on weight. If we drink water, we will probably drink less sugary soft drinks such as Coca-cola. Doctors also believe that drinking more water may stop people from overeating. They say that many people think that they are hungry when they are, in fact, thirsty. Doctors suggest, therefore, that we eat less food and drink more water. There are still many health problems that cannot be solved by drinking water, so we should not stop going to seeing the doctor completely. However, if we make a decision to drink water every day, we may find that we need to go to the doctor a lot less often."	['poisons and waste out of our bodies']
The girl wanted to borrow a pen, because _ .	I found out one time that doing a favor for someone could get you into a lot of trouble. I was in the eighth grade at the time, and we were having a final test. During the test, the girl sitting next to me whispered something, but I didn't understand. So I leaned over her way and found out that she was trying to ask me if I had an extra pen. She showed me that hers was out of ink and would not write. I happened to have an extra one, so I took it out of my pocket and put it on her desk. Later, after the test papers had been turned in, the teacher asked me to stay in the room when all the other students were dismissed . As soon as we were alone she began to talk to me about what it meant to grow up; she talked about how important it was to stand on your own two feet and be responsible for your own acts. For a long time, she talked about honesty and emphasized the fact that when people do something dishonest, they are really cheating themselves. She made me promise that I would think seriously about all the things she had said, and then she told me I could leave. I walked out of the room wondering why she had chosen to talk to me about all those things. Later on, I found out that she thought I had cheated on the test. When she saw me lean over to talk to the girl next to me, it looked as if I was copying answers from the girl's test paper. I tried to explain about the pen, but all she could say was it seemed very very strange to her that I hadn't talked of anything about the pen the day she talked to me right after the test. Even if I tried to explain that I was just doing the girl a favor by letting her use my pen, I am sure she continued to believe that I had cheated on the test.	['there was something wrong with her own']
Which of the following can be the best title for this passage?	"Almost nothing we do in this world is done in isolation*. At work or at play, you'll find yourself in groups, working with other people: your team at work, a meeting with fellow workers, your family, a holiday with friends, a group of students working together, a group of neighbors wanting to make changes. It is now realized that being able to work successfully with other people is one of the main keys to success, partly because we need to do it so often. In almost every situation where you're in a group, you will need a skilled leader. All groups need leaders and all successful groups have good leaders. Groups without leaders or with weak leaders almost always break down. Members of a leaderless group often begin to feel disappointed and helpless. Time is wasted and the tasks are not achieved. There are often arguments and nervousness between people as there is nobody to keep the goals clear. Some people are natural leaders. The well-known cook, Antonio Carlucci says, ""True leaders are born and you see them in kitchens."" They're people who are strong, fair, and humorous. Although a lot of people agree that there are some natural-born leaders, most people now know that leadership can also be taught. Experienced teachers can train almost anyone how to be a successful leader. Good leaders don't make people do things in a controlling way. You can learn how to join others, encouraging the whole group to work towards a common goal. Successful leaders also need to be calm and wise. They need to be able to work out good solutions and make perfect judgments* under pressure. Lastly, and probably most importantly, good leaders need to be sensitive*, confident and be able to get on well with different kinds of people."	['How to be successful leaders']
When giving this speech, Severn Suzuki probably felt _ .	Hello, I'm Severn Suzuki speaking for E.C.O.--The Environmental Children's Organization. We are a group of twelve and thirteen-year-olds from Canada trying to make a difference. Vanessa Suttie, Morgan Geisler, Michelle Quigg and me. We raised all the money ourselves to come six thousand miles to tell you adults you must change your ways. Coming here today, I have no hidden agenda. I am fighting for my future. I am here to speak on behalf of the starving children around the world whose cries go unheard. I am here to speak for the countless animals dying across this planet because they have nowhere left to go. I am afraid to go out in the sun now because of the holes in the ozone . I am afraid to breathe the air because I don't know what chemicals are in it. I used to go fishing in Vancouver with my dad until just a few years ago we found the fish full of cancers. And now we hear about animals and plants going _ every day. In my life, I have dreamt of seeing the great herds of wild animals, jungles and rainforests full of birds and butterflies, but now I wonder if they will even exist for my children to see. Did you have to worry about these little things when you were my age? All this is happening before our eyes and yet we act as if we have all the time we want and all the solutions . I'm only a child and I don't have all the solutions, but I want you to realize, neither do you!	['worried']
What can we infer from the passage?	"All Ric O Barry wants is to stop the dolphinkilling, so he is headed to this seaside Japanese town, Taiji.The American activist, who is the star of a new awardwinning documentary that portrays the dolphinkilling here, got an unwelcome reception when he showed up here this week for the start of the annual hunt. His movie, The Cove , directed by National Geographic photographer Louie Psihoyos, was released in the United States a month ago but has not yet to come out in Japan. Scenes in the film, some of which were shot secretly, show fishermen banging on metal poles stuck in the water to create a wall of sound that scares the dolphins-- which have supersensitive sonar --and sends them fleeing into a cove. There, the fishermen sometimes pick a few to be sold for aquarium shows, for as much as $150,000. They kill the others, spearing the animals repeatedly until the water turns red. The meat from one dolphin is worth about 50,000 yen, and is sold at supermarkets across Japan. Greenpeace and other groups have tried to stop the hunt for years.Activists hope The Cove will bring the issue to more people internationally--and eventually in Japan. Already,the Australian town of Broome dropped its 28year sistercity relationship with Taiji last month,partly because of the movie. ""Some regions have a tradition of eating dolphin meat,"" said fisheries official Toshinori Uoya. ""Dolphinkilling may be negative for our international image, but it is not something orders can stop."" The town government in Taiji--which has made whales and dolphins its trademark--refused to comment about The Cove, or the growing international criticism against dolphinkilling. Many in Taiji take the dolphin hunt for granted as part of everyday life. They are _ about The Cove,seeing themselves as powerless victims of overseas pressure to end a simple and honest way of making a living."	['The Cove has brought international attention to dolphinkilling.']
It is the author' s view that _ .	"A is for always getting to work on time. B is for being extremely busy. C is for the conscientious way you do your job. You may be all these things at the office, and more. But when it comes to getting ahead, experts say, the ABCs of business should include a P, for politics, as in _ Dale Carnegie suggested as much more than 50 years ago: Hard work alone doesn't ensure career advancement. You have to be able to sell yourself and your ideas, both publicly and behind the scenes. Yet, despite the obvious rewards of engaging in office politics--a better job, a raise, praise--many people are still unable or unwilling--to _ ""People assume that office politics involves some manipulative behavior,"" says Deborah Comer, an assistant professor of management at Hofstra University, ""But politics derives from the word 'polite'. It can mean lobbying and forming associations. It can mean being kind and helpful, or even trying to please your superior, and then expecting something in return."" In fact, today, experts define office politics as proper behaviors used to pursue one's own self-interest in the workplace. In many cases, this involves some forms of socializing within the office environment--not just in large companies, but in small workplaces as well. ""The first thing people are usually judged on is their ability to perform well on a consistent basis,"" says Neil P.Lewis, a management psychologist. ""But if two or three candidates are up for a promotion, each of whom has reasonably similar ability, a manager is going to promote the person he or she likes best. It' s simple human nature."" Yet, psychologists say, many employees and employers have trouble with the concept of politics in the office. Some people, they say, have an idealistic vision of work and what it takes to succeed. Still others associate politics with flattery , fearful that, if they speak up for themselves, they may appear to be flattering their boss for favors. Experts suggest altering this negative picture by recognizing the need for some self-promotion."	['self-promotion does not necessarily mean flattery']
From the passage we may conclude that _ .	Paris is the capital of the European nation of France. It is also one of the most beautiful and most famous cities in the world. Paris is called the City of Light. It is also an international fashion center. What women are wearing in Paris will be worn by women all over the world. Paris is also a famous world center of education. For example, it is where the headquarters of UNESCO, the United Nations Educational, Scientific and Cultural Organization. The Seine River divides the city into two parts. Thirty-two bridges cross this beautiful river. The oldest and perhaps most well-known is the Pont Neuf, which was built in the sixteenth century. The Sorbonne, a famous university, stands on the left bank of the river. There are many other famous places in Paris, such as the famous museum, the Louvre, as well as the Notre Dame. However, the most famous building in this city is Eiffel Tower. Paris is named after a group of people called the Parisii. They built a small village on an island in the middle of the Seine River about two thousand years ago. This island, called the lie de la Cite, is where Notre Dame lies. Today around eight million people live in the Paris area.	['the clothes worn by women in Paris are liked by women all over the world']
In the passage the writer suggests that a student should _ .	One should be moderate ( ) in all things. Moderation is always the safest way to do things, and a virtue we should have. Let's take the student life for example. There are some students who study too hard and play too little, while there are others who play too much and study too little. On the one hand, it is harmful to his health if he has too few physical exercises, and on the other hand, it is harmful to his mind if he plays too much. In the matter of eating, one also should be moderate. Do not eat too much or too little. Too much eating will make you sick, while too little eating will make you weak. The man of progress is he who neither has too high an opinion of himself nor thinks too poorly of himself. If he thinks too highly of himself, he is surely to become very proud, but if he has too poor an opinion of himself, he will have no courage to make an advance. Both the conditions above will make you lose your aim in life. A broadminded man is he who always moves within the orbit of reasonableness . In any activities in one's life, moderation is one of the best ways to enjoy real happiness.	['correctly arrange his time for study and play']
How many kinds of bears there in the zoo?	In our town, there is a big zoo with a lot of animals in it. There are some beautiful tigers and two old lions. They eat a lot of meat every day. There are also two big elephants and one baby elephant. The elephants are kind animals. They eat a lot every day. They like children. Children often give them bread and bananas. Elephants like bananas best. In our zoo there are also brown bears , black bears and white bears. They stand on their hind legs,hold up their fore legs and ask for food. They like cakes very much. There's also a children's corner in our zoo. Children ride horses and donkeys and watch the monkeys there. The monkeys are very funny. They climb up ropes and jump down again and play with each other(,) like small children. ,.	['Three.']
What do you think of the author in the passage?	The Christmas season is often considered the season of giving. Many of us spend a lot of effort and money in an attempt to give our friends and loved ones the best possible gift. But what is the best gift you could possibly give? Imagine that your bank gave you an account with $86,400 every morning of every day. You could use this amount of money for anything you want. But at the end of every day, the bank tells you that money in the account can only be used within that day. How would you choose to spend this money? This is the attitude we should take towards the time. Time can never get back. It is the only resource that no one can get more than another person. Around the holiday season, we find ourselves very busy. It is a point in the year where how you spend your time is crucial. Spending this valuable time to help another human being in need is one of the greatest gifts we can give. We never know when even giving a short amount of time to help or listen to a stranger, could make the rest of their day much more pleasant. However, the saying that money is time is one of the truest statements ever made. By the act of donating money to a non profit organization which helps -- for example, you are allowing that single mother to spend more time looking after her children, instead of being forced to spend time looking for a temporary second job. By donating some money, you have helped someone else use their time for a better cause. One organization I personally would encourage you to consider spending your time and/or money would be Eva Initiatives, an organization created for the homeless. I have volunteered there twice. It was a very positive experience, and being able to learn more about who lived there really gave me a perspective on the real struggles of the people around us.	['Warm-hearted.']
The author's course is welcomed by the prisoners because _ .	"I have been teaching animal behavior at the Boulder County Prison in Colorado for 10 years. The course is one of the most popular in the prison. Prisoners have to earn the right to attend the course and they work hard to get in. One reason why the course is so popular is that many prisoners find it easier to connect with animals than with people, because animals don't judge them. They trust animals in ways they don't with humans. Yet, they hold a misunderstanding of how animals treat one another. Many admit that their own ""animal behavior"" is what got them into trouble in the first place. I teach that though there is competition and aggression in the animal kingdom, there is also a lot of cooperation and sympathy. Many of the students want to build healthy relationships, and they find that the class helps them. I use examples of the social behavior of group-living animals such as wolves as a model for developing and maintaining friendships among people who must work together for their own good and also for the good of the group. It's clear that science inspires the students here and it also gives them hope. I know some students have gone back into education after their being set free while others have gone to work for humane societies or contributed time and money to conservation organizations. One went on to receive a master's degree in nature writing. Science and humane education help the prisoners connect with values that they otherwise would not have done. It opens the door to understanding, trust, cooperation and hope. There's a large population of people to whom science could mean a lot, if only they could have access to it. The class helps me, too. I get as much out of it as the students and it has made me a better teacher."	['they feel it easier to get along with animals']
If you want to get a toy lion to take home,where will you most likely go?	Welcome to Adventureland! Everyone loves Adventureland !The Parks and Exhibitions were built for you to explore ,enjoy,and admire their wonders.Every visit will be an unforgettable experience.You will go away enriched,longing to come back.What are you going to do this time? The Travel Pavilion Explore places you have never been to before,and experience different ways of life.Visit the Amazon jungle village,the Turkish market,the Tai floating market,the Berber mountain house and others.Talk to the people there who will tell you about their lives,and things they make.You can try making a carpet,making nets,fishing... The Future Tower This exhibition shows how progress will touch our lives.It allows us to look into the future and explore the cities of the next century and the way we'll be living then.Spend some time in our space station and climb into our simulator for the Journey to Mars! The Nature Park This is not really one park but several.In the Safari Park you can drive among African animals in one of our Range Cruisers:see lions,giraffes,elephants in the wild.Move on to the Ocean Park to watch the dolphins and whales.And then there is still the Aviary to see... The Pyramid This is the center of Adventureland.Run out of film,need some postcards and stamps?For all these things and many more,visit our underground shopping center.Come here for information and ideas too.	['The Pyramid.']
