context	question	answers
Outstanding debts were also agreed and the company permitted to export 250 tons of saltpetre. Again in 1673, Banks successfully negotiated another contract for 700 tons of saltpetre at £37,000 between the king and the company. So urgent was the need to supply the armed forces in the United Kingdom, America and elsewhere that the authorities sometimes turned a blind eye on the untaxed sales. One governor of the company was even reported as saying in 1864 that he would rather have the saltpetre made than the tax on salt.	how much did 700 tons of saltpetre go for in the contract negotiated by Banks in 1673	['£37,000']
The responsibility for military command remained with the British Crown-in-Council, with a commander-in-chief for North America stationed at Halifax until the final withdrawal of British Army and Royal Navy units from that city in 1906. Thereafter, the Royal Canadian Navy was formed, and, with the advent of military aviation, the Royal Canadian Air Force. These forces were organised under the Department of Militia and Defence, and split into the Permanent and Non-Permanent Active Militias—frequently shortened to simply The Militia. By 1923, the department was merged into the Department of National Defence, but land forces in Canada were not referred to as the Canadian Army until November 1940.	The Canadian Armed Forces were initially disorganized under what department?	['<no_answer>']
Literature consists of written productions, often restricted to those deemed to have artistic or intellectual value. Its Latin root literatura/litteratura (derived itself from littera, letter or handwriting) was used to refer to all written accounts, but intertwined with the roman concept of cultura: learning or cultivation. Literature often uses language differently than ordinary language (see literariness). Literature can be classified according to whether it is fiction or non-fiction and whether it is poetry or prose; it can be further distinguished according to major forms such as the novel, short story or drama; and works are often categorised according to historical periods or their adherence to certain aesthetic features or expectations (genre).	What are two major divisions of English?	['<no_answer>']
The most important demographic influence in the modern Portuguese seems to be the oldest one; current interpretation of Y-chromosome and mtDNA data suggests that the Portuguese have their origin in Paleolithic peoples that began arriving to the European continent around 45,000 years ago. All subsequent migrations did leave an impact, genetically and culturally, but the main population source of the Portuguese is still Paleolithic. Genetic studies show Portuguese populations not to be significantly different from other European populations.	In what group of people do the Portuguese have their origin?	['Paleolithic peoples']
One major difference between Baroque music and the classical era that followed it is that the types of instruments used in ensembles were much less standardized. Whereas a classical era string quartet consists almost exclusively of two violins, a viola and a cello, a Baroque group accompanying a soloist or opera could include one of several different types of keyboard instruments (e.g., pipe organ, harpsichord, or clavichord), additional stringed chordal instruments (e.g., a lute) and an unspecified number of bass instruments performing the basso continuo bassline, including bowed strings, woodwinds and brass instruments (e.g., a cello, contrabass, viol, bassoon, serpent, etc.).	What was less standardized during the Baroque era?	['the types of instruments used in ensembles']
After a nonprofit organization has been formed at the state level, the organization may seek recognition of tax exempt status with respect to U.S. federal income tax. That is done typically by applying to the Internal Revenue Service (IRS), although statutory exemptions exist for limited types of nonprofit organizations. The IRS, after reviewing the application to ensure the organization meets the conditions to be recognized as a tax exempt organization (such as the purpose, limitations on spending, and internal safeguards for a charity), may issue an authorization letter to the nonprofit granting it tax exempt status for income tax payment, filing, and deductibility purposes. The exemption does not apply to other Federal taxes such as employment taxes. Additionally, a tax-exempt organization must pay federal tax on income that is unrelated to their exempt purpose. Failure to maintain operations in conformity to the laws may result in an organization losing its tax exempt status.	Does this tax exempt status apply to other taxes?	['must pay federal tax on income that is unrelated to their exempt purpose']
Today, nearly all commonly used video compression methods (e.g., those in standards approved by the ITU-T or ISO) apply a discrete cosine transform (DCT) for spatial redundancy reduction. The DCT that is widely used in this regard was introduced by N. Ahmed, T. Natarajan and K. R. Rao in 1974. Other methods, such as fractal compression, matching pursuit and the use of a discrete wavelet transform (DWT) have been the subject of some research, but are typically not used in practical products (except for the use of wavelet coding as still-image coders without motion compensation). Interest in fractal compression seems to be waning, due to recent theoretical analysis showing a comparative lack of effectiveness of such methods.	What is not used in practical products?	['fractal compression']
The 50th anniversary of his death was celebrated on 3 June 2013 by Pope Francis, who visited his tomb and prayed there, then addressing the gathered crowd and spoke about the late pope. The people that gathered there at the tomb were from Bergamo, the province where the late pope came from. A month later, on 5 July 2013, Francis approved Pope John XXIII for canonization, along with Pope John Paul II without the traditional second miracle required. Instead, Francis based this decision on John XXIII's merits for the Second Vatican Council. On Sunday, 27 April 2014, John XXIII and Pope John Paul II were declared saints on Divine Mercy Sunday.	What did Pope John Paul II base his decision to canonize John XXIII on?	['<no_answer>']
There are three main chemical pulping processes: the sulfite process dates back to the 1840s and it was the dominant method extent before the second world war. The kraft process, invented in the 1870s and first used in the 1890s, is now the most commonly practiced strategy, one of its advantages is the chemical reaction with lignin, that produces heat, which can be used to run a generator. Most pulping operations using the kraft process are net contributors to the electricity grid or use the electricity to run an adjacent paper mill. Another advantage is that this process recovers and reuses all inorganic chemical reagents. Soda pulping is another specialty process used to pulp straws, bagasse and hardwoods with high silicate content.	What process is least commonly used?	['<no_answer>']
In nature, uranium is found as uranium-238 (99.2742%) and uranium-235 (0.7204%). Isotope separation concentrates (enriches) the fissionable uranium-235 for nuclear weapons and most nuclear power plants, except for gas cooled reactors and pressurised heavy water reactors. Most neutrons released by a fissioning atom of uranium-235 must impact other uranium-235 atoms to sustain the nuclear chain reaction. The concentration and amount of uranium-235 needed to achieve this is called a 'critical mass'.	Along with gas heated reactors, what type of reactor doesn't use uranium-235?	['<no_answer>']
"In 1999, there was a double homicide in the Westside Clothing store on Lincoln Boulevard. During the incident, Culver City gang members David ""Puppet"" Robles and Jesse ""Psycho"" Garcia entered the store masked and began opening fire, killing Anthony and Michael Juarez. They then ran outside to a getaway vehicle driven by a third Culver City gang member, who is now also in custody. The clothing store was believed to be a local hang out for Santa Monica gang members. The dead included two men from Northern California who had merely been visiting the store's owner, their cousin, to see if they could open a similar store in their area. Police say the incident was in retaliation for a shooting committed by the Santa Monica 13 gang days before the Juarez brothers were gunned down."	Where is the getaway driver of the Culver city gang murder?	['in custody']
"Referring to great power relations pre-1960, Joshua Baron highlights that starting from around the 16th century and the rise of several European great powers, military conflicts and confrontations was the defining characteristic of diplomacy and relations between such powers. ""Between 1500 and 1953, there were 64 wars in which at least one great power was opposed to another, and they averaged little more than five years in length. In approximately a 450-year time frame, on average at least two great powers were fighting one another in each and every year."" Even during the period of Pax Britannica (or ""the British Peace"") between 1815 and 1914, war and military confrontations among the great powers was still a frequent occurrence. In fact, Joshua Baron points out that, in terms of militarized conflicts or confrontations, the UK led the way in this period with nineteen such instances against; Russia (8), France (5), Germany/Prussia (5) and Italy (1)."	For bout how many years was an average of one great power fighting another each year?	['450']
"When the White House is controlled by the House majority party, then the House minority leader assumes a larger role in formulating alternatives to executive branch initiatives and in acting as a national spokesperson for his or her party. ""As Minority Leader during [President Lyndon Johnson's] Democratic administration, my responsibility has been to propose Republican alternatives,"" said Minority Leader Gerald Ford, R-MI. Greatly outnumbered in the House, Minority Leader Ford devised a political strategy that allowed Republicans to offer their alternatives in a manner that provided them political protection. As Ford explained:"	What does the President usually act as spokesperson for?	['<no_answer>']
Some evidence shows that alternatives to pesticides can be equally effective as the use of chemicals. For example, Sweden has halved its use of pesticides with hardly any reduction in crops.[unreliable source?] In Indonesia, farmers have reduced pesticide use on rice fields by 65% and experienced a 15% crop increase.[unreliable source?] A study of Maize fields in northern Florida found that the application of composted yard waste with high carbon to nitrogen ratio to agricultural fields was highly effective at reducing the population of plant-parasitic nematodes and increasing crop yield, with yield increases ranging from 10% to 212%; the observed effects were long-term, often not appearing until the third season of the study.	How much was Sweden able to lower thier pesticide usage?	['halved its use']
However, from 1971 to 1975, NBA teams played preseason exhibitions against American Basketball Association teams. In the early days of the NBA, league clubs sometimes challenged the legendary barnstorming Harlem Globetrotters, with mixed success. The NBA has played preseason games in Europe and Asia. In the 2006 and 2007 seasons, the NBA and the primary European club competition, the Euroleague, conducted a preseason tournament featuring two NBA teams and the finalists from that year's Euroleague.[citation needed] In the 1998-99 and 2011-12 seasons, teams were limited to only two preseason games due to lockouts.	What legendary team does the NBA still play against?	['<no_answer>']
While still a student, he was offered a small unpaid intern job at Universal Studios with the editing department. He was later given the opportunity to make a short film for theatrical release, the 26-minute, 35mm, Amblin', which he wrote and directed. Studio vice president Sidney Sheinberg was impressed by the film, which had won a number of awards, and offered Spielberg a seven-year directing contract. It made him the youngest director ever to be signed for a long-term deal with a major Hollywood studio.:548 He subsequently dropped out of college to begin professionally directing TV productions with Universal.	How long was 'Amblin'?	['26-minute']
"Dogs perform many roles for people, such as hunting, herding, pulling loads, protection, assisting police and military, companionship, and, more recently, aiding handicapped individuals. This impact on human society has given them the nickname ""man's best friend"" in the Western world. In some cultures, however, dogs are a source of meat."	What is the most common phrase, or nickname, used by people in the United States to describe dogs in general?	"[""man's best friend""]"
The PLP, the party in government when the decision to join CARICOM was made, has been dominated for decades by West Indians and their descendants. (The prominent roles of West Indians among Bermuda's black politicians and labour activists predated party politics in Bermuda, as exemplified by Dr. E. F. Gordon). The late PLP leader, Dame Lois Browne-Evans, and her Trinidadian-born husband, John Evans (who co-founded the West Indian Association of Bermuda in 1976), were prominent members of this group. They have emphasised Bermuda's cultural connections with the West Indies. Many Bermudians, both black and white, who lack family connections to the West Indies have objected to this emphasis.	What are Dame Lois Browne-Evans and her husband putting an emphasis on?	"[""Bermuda's cultural connections with the West Indies""]"
"Russian is a Slavic language of the Indo-European family. It is a lineal descendant of the language used in Kievan Rus'. From the point of view of the spoken language, its closest relatives are Ukrainian, Belarusian, and Rusyn, the other three languages in the East Slavic group. In many places in eastern and southern Ukraine and throughout Belarus, these languages are spoken interchangeably, and in certain areas traditional bilingualism resulted in language mixtures, e.g. Surzhyk in eastern Ukraine and Trasianka in Belarus. An East Slavic Old Novgorod dialect, although vanished during the 15th or 16th century, is sometimes considered to have played a significant role in the formation of modern Russian. Also Russian has notable lexical similarities with Bulgarian due to a common Church Slavonic influence on both languages, as well as because of later interaction in the 19th–20th centuries, although Bulgarian grammar differs markedly from Russian. In the 19th century, the language was often called ""Great Russian"" to distinguish it from Belarusian, then called ""White Russian"" and Ukrainian, then called ""Little Russian""."	What is Ukrainian thought to have played a role in forming?	['<no_answer>']
Christianity came to Tuvalu in 1861 when Elekana, a deacon of a Congregational church in Manihiki, Cook Islands became caught in a storm and drifted for 8 weeks before landing at Nukulaelae on 10 May 1861. Elekana began proselytising Christianity. He was trained at Malua Theological College, a London Missionary Society (LMS) school in Samoa, before beginning his work in establishing the Church of Tuvalu. In 1865 the Rev. A. W. Murray of the LMS – a Protestant congregationalist missionary society – arrived as the first European missionary where he too proselytised among the inhabitants of Tuvalu. By 1878 Protestantism was well established with preachers on each island. In the later 19th and early 20th centuries the ministers of what became the Church of Tuvalu (Te Ekalesia Kelisiano Tuvalu) were predominantly Samoans, who influenced the development of the Tuvaluan language and the music of Tuvalu.	When did Christianity arrive in Tuvalu?	['1861']
The Xinhai Revolution led to the founding of the Republic of China in January 1912 with Sun Yat-sen as the first provisional president and Nanking was selected as its new capital. However, the Qing Empire controlled large regions to the north, so revolutionaries asked Yuan Shikai to replace Sun as president in exchange for the abdication of Puyi, the Last Emperor. Yuan demanded the capital be Beijing (closer to his power base).	Who moved the capital from Nanjing to Beijing?	['Yuan Shikai']
Post-punk was an eclectic genre which resulted in a wide variety of musical innovations and helped merge white and black musical styles. Out of the post-punk milieu came the beginnings of various subsequent genres, including new wave, dance-rock, New Pop, industrial music, synthpop, post-hardcore, neo-psychedelia alternative rock and house music. Bands such as Joy Division, Siouxsie and the Banshees, Bauhaus and the Cure played in a darker, more morose style of post-punk that lead to the development of the gothic rock genre.	New wave, industrial music, synthpop and house all share roots in what genre?	['post-punk']
Japan saw the release of the Satellaview, a modem which attached to the Super Famicom's expansion port and connected to the St.GIGA satellite radio station. Users of the Satellaview could download gaming news and specially designed games, which were frequently either remakes of or sequels to older Famicom titles, released in installments. Satellaview signals were broadcast from April 23, 1995 through June 30, 2000. In the United States, the similar but relatively short-lived XBAND allowed users to connect to a network via a dial-up modem to compete against other players around the country.	What did an XBAND attach to on consoles in Japan?	['<no_answer>']
Until the second half of the 15th century the empire had a Christian majority, under the rule of a Muslim minority. In the late 19th century, the non-Muslim population of the empire began to fall considerably, not only due to secession, but also because of migratory movements. The proportion of Muslims amounted to 60% in the 1820s, gradually increasing to 69% in the 1870s and then to 76% in the 1890s. By 1914, only 19.1% of the empire's population was non-Muslim, mostly made up of Christian Greeks, Assyrians, Armenians, and Jews.	In 1914 what portion of the Empire weren't Muslims?	['19.1%']
The origins of the Samoans are closely studied in modern research about Polynesia in various scientific disciplines such as genetics, linguistics and anthropology. Scientific research is ongoing, although a number of different theories exist; including one proposing that the Samoans originated from Austronesian predecessors during the terminal eastward Lapita expansion period from Southeast Asia and Melanesia between 2,500 and 1,500 BCE. The Samoan origins are currently being reassessed due to new scientific evidence and carbon dating findings from 2003 and onwards.	During what period did the Austronesians migrate from Southeast Asia and Melanesia?	['<no_answer>']
"For over 200 years, Russia had been expanding southwards across the sparsely populated ""Wild Fields"" toward the warm water ports of the Black Sea that did not freeze over like the handful of other ports available in the north. The goal was to promote year-round trade and a year-round navy.:11 Pursuit of this goal brought the emerging Russian state into conflict with the Ukrainian Cossacks and then with the Tatars of the Crimean Khanate and Circassians. When Russia conquered these groups and gained possession of southern Ukraine, known as New Russia during Russian imperial times, the Ottoman Empire lost its buffer zone against Russian expansion, and Russia and the Ottoman Empire fell into direct conflict. The conflict with the Ottoman Empire also presented a religious issue of importance, as Russia saw itself as the protector of Orthodox Christians, many of whom lived under Ottoman control and were treated as second-class citizens.(ch 1)"	Who did Russia first have issues with when moving towards the warmer ports in the Black Sea?	['Ukrainian Cossacks']
"In 1988, only 60,000 computers were connected to the Internet, and most were mainframes, minicomputers and professional workstations. On November 2, 1988, many started to slow down, because they were running a malicious code that demanded processor time and that spread itself to other computers – the first internet ""computer worm"". The software was traced back to 23-year-old Cornell University graduate student Robert Tappan Morris, Jr. who said 'he wanted to count how many machines were connected to the Internet'."	Why did Morris Jr make the computer worm?	['he wanted to count how many machines were connected to the Internet']
Spielberg and actor Tom Cruise collaborated for the first time for the futuristic neo-noir Minority Report, based upon the science fiction short story written by Philip K. Dick about a Washington D.C. police captain in the year 2054 who has been foreseen to murder a man he has not yet met. The film received strong reviews with the review tallying website Rotten Tomatoes giving it a 92% approval rating, reporting that 206 out of the 225 reviews they tallied were positive. The film earned over $358 million worldwide. Roger Ebert, who named it the best film of 2002, praised its breathtaking vision of the future as well as for the way Spielberg blended CGI with live-action.	When is Minority Report set?	['2054']
In 1911 arsphenamine, the first synthetic anti-infective drug, was developed by Paul Ehrlich and chemist Alfred Bertheim of the Institute of Experimental Therapy in Berlin. The drug was given the commercial name Salvarsan. Ehrlich, noting both the general toxicity of arsenic and the selective absorption of certain dyes by bacteria, hypothesized that an arsenic-containing dye with similar selective absorption properties could be used to treat bacterial infections. Arsphenamine was prepared as part of a campaign to synthesize a series of such compounds, and found to exhibit partially selective toxicity. Arsphenamine proved to be the first effective treatment for syphilis, a disease which prior to that time was incurable and led inexorably to severe skin ulceration, neurological damage, and death.[citation needed]	What was the first effective treatment for Bertheim?	['<no_answer>']
"Historically within the party, differentiation was made between the ""soft left"" and the ""hard left"", with the former embracing more moderately social democratic views while the hard left subscribed to a strongly socialist, even Marxist, ideology. Members on the hard left were often disparaged as the ""loony left,"" particularly in the popular media. The term ""hard left"" was sometimes used in the 1980s to describe Trotskyist groups such as the Militant tendency, Socialist Organiser and Socialist Action. In more recent times, Members of Parliament in the Socialist Campaign Group and the Labour Representation Committee are seen as constituting a hard left in contrast to a soft left represented by organisations such as Compass and the magazine Tribune."	Who was never described as the loony left?	['<no_answer>']
The community of Casas Adobes is also on the Northwest Side, with the distinction of being Tucson's first suburb, established in the late 1940s. Casas Adobes is centered on the historic Casas Adobes Plaza (built in 1948). Casas Adobes is also home to Tohono Chul Park (a nature preserve) near the intersection of North Oracle Road and West Ina Road. The attempted assassination of Representative Gabrielle Giffords, and the murders of chief judge for the U.S. District Court for Arizona, John Roll and five other people on January 8, 2011, occurred at the La Toscana Village in Casas Adobes. The Foothills Mall is also located on the northwest side in Casas Adobes.	What is considered Tuscon's first suburb?	['Casas Adobes']
"Banner Armies were organized along ethnic lines, namely Manchu and Mongol, but included non-Manchu bondservants registered under the household of their Manchu masters. The years leading up to the conquest increased the number of Han Chinese under Manchu rule, leading Hong Taiji to create the Eight Han Banners (zh), and around the time of the Qing takeover of Beijing, their numbers rapidly swelled. Han Bannermen held high status and power in the early Qing period, especially immediately after the conquest during Shunzhi and Kangxi's reign where they dominated Governor-Generalships and Governorships across China at the expense of both Manchu Bannermen and Han civilians. Han also numerically dominated the Banners up until the mid 18th century. European visitors in Beijing called them ""Tartarized Chinese"" or ""Tartarified Chinese"". It was in Qianlong's reign that the Qianlong Emperor, concerned about maintaining Manchu identity, re-emphasized Manchu ethnicity, ancestry, language, and culture in the Eight Banners and started a mass discharge of Han Bannermen from the Eight Banners, either asking them to voluntarily resign from the Banner rolls or striking their names off. This led to a change from Han majority to a Manchu majority within the Banner system, and previous Han Bannermen garrisons in southern China such as at Fuzhou, Zhenjiang, Guangzhou, were replaced by Manchu Bannermen in the purge, which started in 1754. The turnover by Qianlong most heavily impacted Han banner garrisons stationed in the provinces while it less impacted Han Bannermen in Beijing, leaving a larger proportion of remaining Han Bannermen in Beijing than the provinces. Han Bannermen's status was decreased from that point on with Manchu Banners gaining higher status. Han Bannermen numbered 75% in 1648 Shunzhi's reign, 72% in 1723 Yongzheng's reign, but decreased to 43% in 1796 during the first year of Jiaqing's reign, which was after Qianlong's purge. The mass discharge was known as the Disbandment of the Han Banners (zh). Qianlong directed most of his ire at those Han Bannermen descended from defectors who joined the Qing after the Qing passed through the Great Wall at Shanhai Pass in 1644, deeming their ancestors as traitors to the Ming and therefore untrustworthy, while retaining Han Bannermen who were descended from defectors who joined the Qing before 1644 in Liaodong and marched through Shanhai pass, also known as those who ""followed the Dragon through the pass"" (從龍入關; cong long ru guan)."	When did Manchu ethnicity become important again in the Eight Banners?	"[""Qianlong's reign""]"
The characteristic forms that were to define Gothic architecture grew out of Romanesque architecture and developed at several different geographic locations, as the result of different influences and structural requirements. While barrel vaults and groin vaults are typical of Romanesque architecture, ribbed vaults were used in the naves of two Romanesque churches in Caen, Abbey of Saint-Étienne and Abbaye aux Dames in 1120. Another early example is the nave and apse area of the Cathedral of Cefalù in 1131. The ribbed vault over the north transept at Durham Cathedral in England, built from 1128 to 1133, is probably earlier still and was the first time pointed arches were used in a high vault.	What style helped to destroy Gothic architecture?	['<no_answer>']
"During periods of unemployment, there has been a long pattern of emigration from the island since the post-Napoleonic period. The majority of ""Saints"" emigrated to the UK, South Africa and in the early years, Australia. The population has steadily declined since the late 1980s and has dropped from 5,157 at the 1998 census to 4,255 in 2008. In the past emigration was characterised by young unaccompanied persons leaving to work on long-term contracts on Ascension and the Falkland Islands, but since ""Saints"" were re-awarded UK citizenship in 2002, emigration to the UK by a wider range of wage-earners has accelerated due to the prospect of higher wages and better progression prospects."	What was there a long pattern of from the island starting during the post Napoleonic period?	['emigration']
The system's launch represented not only a new product, but also a reframing of the severely damaged home video game market segment as a whole. The video game market crash of 1983 had occurred in significant part due to a lack of consumer and retailer confidence in video games, which had in turn been due partially to confusion and misrepresentation in the marketing of video games. Prior to the NES, the packaging of many video games presented bombastic artwork which exaggerated the graphics of the actual game. In terms of product identity, a single game such as Pac-Man would appear in many versions on many different game consoles and computers, with large variations in graphics, sound, and general quality between the versions. By stark contrast, Nintendo's marketing strategy aimed to regain consumer and retailer confidence, by delivering a singular platform whose technology was not in need of heavy exaggeration and whose qualities were clearly defined.	The crash wasn't caused in part by the confusion and misrepresentation of what in video games?	['<no_answer>']
"In 1982, Regis McKenna was brought in to shape the marketing and launch of the Macintosh. Later the Regis McKenna team grew to include Jane Anderson, Katie Cadigan and Andy Cunningham, who eventually led the Apple account for the agency. Cunningham and Anderson were the primary authors of the Macintosh launch plan. The launch of the Macintosh pioneered many different tactics that are used today in launching technology products, including the ""multiple exclusive,"" event marketing (credited to John Sculley, who brought the concept over from Pepsi), creating a mystique around a product and giving an inside look into a product's creation."	What role did Andy Cunningham and Jane Anderson have in the Macintosh launch plan?	['primary authors']
The idea of building a tunnel under the Irish Sea has been raised since 1895, when it was first investigated. Several potential Irish Sea tunnel projects have been proposed, most recently the Tusker Tunnel between the ports of Rosslare and Fishguard proposed by The Institute of Engineers of Ireland in 2004. A rail tunnel was proposed in 1997 on a different route, between Dublin and Holyhead, by British engineering firm Symonds. Either tunnel, at 50 mi (80 km), would be by far the longest in the world, and would cost an estimated £15 billion or €20 billion. A proposal in 2007, estimated the cost of building a bridge from County Antrim in Northern Ireland to Galloway in Scotland at £3.5bn (€5bn).	Which British Sea tunnel has most recently been proposed?	['<no_answer>']
"The migration-period peoples who later coalesced into a ""German"" ethnicity were the Germanic tribes of the Saxons, Franci, Thuringii, Alamanni and Bavarii. These five tribes, sometimes with inclusion of the Frisians, are considered as the major groups to take part in the formation of the Germans. The varieties of the German language are still divided up into these groups. Linguists distinguish low Saxon, Franconian, Bavarian, Thuringian and Alemannic varieties in modern German. By the 9th century, the large tribes which lived on the territory of modern Germany had been united under the rule of the Frankish king Charlemagne, known in German as Karl der Große. Much of what is now Eastern Germany became Slavonic-speaking (Sorbs and Veleti), after these areas were vacated by Germanic tribes (Vandals, Lombards, Burgundians and Suebi amongst others) which had migrated into the former areas of the Roman Empire."	The tribes that moved out of east Germany took to inhabit what fallen empires lands?	['Roman Empire']
The local councils are responsible for providing the functions set out in the Local Government Act 1989 such as urban planning and waste management. Most other government services are provided or regulated by the Victorian state government, which governs from Parliament House in Spring Street. These include services which are associated with local government in other countries and include public transport, main roads, traffic control, policing, education above preschool level, health and planning of major infrastructure projects. The state government retains the right to override certain local government decisions, including urban planning, and Melburnian issues often feature prominently in state election.	Which act sets functions for Melbourne such as urban planning and waste management?	['Local Government Act 1989']
"Hopkins' column also drew criticism on Twitter, including from Russell Brand, to whom Hopkins responded by accusing Brand's ""champagne socialist humanity"" of neglecting taxpayers. Simon Usborne, writing in The Independent, compared her use of the word ""cockroach"" to previous uses by the Nazis and just before the Rwandan Genocide by its perpetrators. He suspected that if any other contributor had written the piece it would not have been published and questioned her continued employment by the newspaper. Zoe Williams commented in The Guardian: ""It is no joke when people start talking like this. We are not 'giving her what she wants' when we make manifest our disgust. It is not a free speech issue. I’m not saying gag her: I’m saying fight her""."	On Twitter what famous person condemned Hopkins' remarks?	['Russell Brand']
Apollo and the Furies argue about whether the matricide was justified; Apollo holds that the bond of marriage is sacred and Orestes was avenging his father, whereas the Erinyes say that the bond of blood between mother and son is more meaningful than the bond of marriage. They invade his temple, and he says that the matter should be brought before Athena. Apollo promises to protect Orestes, as Orestes has become Apollo's supplicant. Apollo advocates Orestes at the trial, and ultimately Athena rules in favor of Apollo.	Who holds that the bond of marriage is sacred?	['Apollo']
"According to a study by Dr. Paul Brest, Hispanics or ""Latinos"" include immigrants who are descendants of immigrants from the countries comprising Central and South America. In 1991, Mexican Americans, Puerto Ricans, and Cuban Americans made up 80% of the Latino population in the United States. Latinos are disadvantaged compared to White Americans and are more likely to live in poverty. They are the least well educated major ethnic group and suffered a 3% drop in high school completion rate while African Americans experienced a 12% increase between 1975-1990. In 1990, they constituted 9% of the population, but only received 3.1% of the bachelors's degrees awarded. At times when it is favorable to lawmakers, Latinos were considered ""white"" by the Jim Crow laws during the Reconstruction. In other cases, according to Paul Brest, Latinos have been classified as an inferior race and a threat to white purity. Latinos have encountered considerable discrimination in areas such as employment, housing, and education. Brest finds that stereotypes continue to be largely negative and many perceive Latinos as ""lazy, unproductive, and on the dole."" Furthermore, native-born Latino-Americans and recent immigrants are seen as identical since outsiders tend not to differentiate between Latino groups."	"Who conducted a study about the origins of ""Blacks""?"	['<no_answer>']
SVCD has two-thirds the resolution of DVD, and over 2.7 times the resolution of VCD. One CD-R disc can hold up to 60 minutes of standard quality SVCD-format video. While no specific limit on SVCD video length is mandated by the specification, one must lower the video bit rate, and therefore quality, to accommodate very long videos. It is usually difficult to fit much more than 100 minutes of video onto one SVCD without incurring significant quality loss, and many hardware players are unable to play video with an instantaneous bit rate lower than 300 to 600 kilobits per second.	How much can a VCD hold?	['<no_answer>']
"Following the successes of his trial-run games, Foster moved ahead with his idea for arena football. He founded the Arena Football League with four teams: the Pittsburgh Gladiators, Denver Dynamite, Washington Commandos, and Chicago Bruisers. Foster appointed legendary Darrel ""Mouse"" Davis, godfather of the ""run and shoot"" and modern pro offenses, as executive director of football operations. Davis hired the original coaches and was the architect of the league's original wide-open offensive playbooks."	What was Darrell Davis' nickname?	['Mouse']
As aristocrats for centuries, samurai developed their own cultures that influenced Japanese culture as a whole. The culture associated with the samurai such as the tea ceremony, monochrome ink painting, rock gardens and poetry were adopted by warrior patrons throughout the centuries 1200–1600. These practices were adapted from the Chinese arts. Zen monks introduced them to Japan and they were allowed to flourish due to the interest of powerful warrior elites. Musō Soseki (1275–1351) was a Zen monk who was advisor to both Emperor Go-Daigo and General Ashikaga Takauji (1304–58). Musō, as well as other monks, acted as political and cultural diplomat between Japan and China. Musō was particularly well known for his garden design. Another Ashikaga patron of the arts was Yoshimasa. His cultural advisor, the Zen monk Zeami, introduced tea ceremony to him. Previously, tea had been used primarily for Buddhist monks to stay awake during meditation.	Who brought Chinese arts to Japan?	['Zen monks']
"Juan Atkins, an originator of Detroit techno music, claims the term ""house"" reflected the exclusive association of particular tracks with particular clubs and DJs; those records helped differentiate the clubs and DJs, and thus were considered to be their ""house"" records. In an effort to maintain such exclusives, the DJs were inspired to create their own ""house"" records."	What is Juan House an originator of?	['<no_answer>']
Several websites assert that Israel is the 51st state due to the annual funding and defense support it receives from the United States. An example of this concept can be found in 2003 when Martine Rothblatt published a book called Two Stars for Peace that argued for the addition of Israel and the Palestinian territories surrounding it as the 51st state in the Union. The American State of Canaan, is a book published by Prof. Alfred de Grazia, political science and sociologist, in March 2009, proposing the creation of the 51st and 52nd states from Israel and the Palestinian territories.	Why is Israel referred to as Canaan?	['<no_answer>']
Whereas most Christians believe the gibbet on which Jesus was executed was the traditional two-beamed cross, the Jehovah's Witnesses hold the view that a single upright stake was used. The Greek and Latin words used in the earliest Christian writings are ambiguous. The Koine Greek terms used in the New Testament are stauros (σταυρός) and xylon (ξύλον). The latter means wood (a live tree, timber or an object constructed of wood); in earlier forms of Greek, the former term meant an upright stake or pole, but in Koine Greek it was used also to mean a cross. The Latin word crux was also applied to objects other than a cross.	What language did Jehovah's Witnesses base their religious writings on?	['<no_answer>']
The BCG vaccine has limitations, and research to develop new TB vaccines is ongoing. A number of potential candidates are currently in phase I and II clinical trials. Two main approaches are being used to attempt to improve the efficacy of available vaccines. One approach involves adding a subunit vaccine to BCG, while the other strategy is attempting to create new and better live vaccines. MVA85A, an example of a subunit vaccine, currently in trials in South Africa, is based on a genetically modified vaccinia virus. Vaccines are hoped to play a significant role in treatment of both latent and active disease.	What vaccine are researchers trying to improve on?	['BCG']
The rapid expansion of the Rus' to the south led to conflict and volatile relationships with the Khazars and other neighbors on the Pontic steppe. The Khazars dominated the Black Sea steppe during the 8th century, trading and frequently allying with the Byzantine Empire against Persians and Arabs. In the late 8th century, the collapse of the Göktürk Khaganate led the Magyars and the Pechenegs, Ugric and Turkic peoples from Central Asia, to migrate west into the steppe region, leading to military conflict, disruption of trade, and instability within the Khazar Khaganate. The Rus' and Slavs had earlier allied with the Khazars against Arab raids on the Caucasus, but they increasingly worked against them to secure control of the trade routes.	Who ruled the Black Sea steppe during the 800's?	['<no_answer>']
The military history of the American side of the war involved different strategies over the years. The bombing campaigns of the Air Force were tightly controlled by the White House for political reasons, and until 1972 avoided the main Northern cities of Hanoi and Haiphong and concentrated on bombing jungle supply trails, especially the Ho Chi Minh Trail. The most controversial Army commander was William Westmoreland whose strategy involved systematic defeat of all enemy forces in the field, despite heavy American casualties that alienated public opinion back home.	What two northern Chinese cities did the US avoid bombing at the outset of the war?	['<no_answer>']
