question	context	answers
What problem do teachers face in the author's opinion?	"Some parents say summer is the time when teachers should get more pay.But not everyone is grateful to teachers for keeping kids occupied between June and August--Washington state representative Liz Pike has written a Face book post and responded to teachers' complaints of rising cost of living.After reading her post,I feel that Liz Pike should rethink her criticism of public school teaching and avoid comparing it to the private sector. Many of us teachers would certainly like teaching to be more like the private school.It's nothing wrong with fair pay for fair performance.With standardized testing popular throughout the education, teachers are some of the most analyzed and performance-measured employees in the United Sates. Liz Pike is very angry that teachers want raises even while test scores are dropping.Well,how are they supposed to have discipline in the classroom when our hands are tied and we can hardly do anything with naughty students? Teachers would love to be able to turn education around and improve student performance.,However, unlike private school businesses.public schools cannot turn away ""customers"".A private school business serves customers who walk through the door of their own free will,while public schools have to educate students who only attend school because laws say they must. She says those teachers who are uninspired by a lack of a cost of living increases should give up teaching.Is this the message that she thinks should be sent to the students whose academic performance she claims to care so much about? I think supporting teachers can make teachers teach children how to stand up for themselves."	['Popular standardized tests and their tied hands.']
"Why were toy bears named ""Teddy""?"	"The early 1900s were very different from today, when toys were still the delight of children everywhere. Theodore Roosevelt's Presidency marks the beginning of the ""Teddy Bear"". In the year 1902,toy bears were named ""Teddy"" after the president's nickname. The Teddy Bear became known worldwide and it was only a few years later that the Teddy Bears were mass produced. In 1913,an item called the Erector Set was invented. It was a steel,motorized toy that children could use to build models of anything. Its creator was A.C.Gilbert,a medical doctor. Charles Pajeau created a similar wooden set called Tinker Toys in the year 1914.Tinker Toys were made for younger children. Raggedy Ann dolls first came on the scene after newspaper cartoonist Johnny Gruelle reproduced the doll he made for his daughter. That was in 1915. The following year,an architect's son named John Lloyd Wright,invented Lincoln Logs,which were interlocked to make structures. Two years after Mickey Mouse was created,stuffed Mickey Mouse dolls were made by Charlotte Clark. This was the start of Disney merchandise. The yoyo became popular in the United States after Donald Duncan bought a yoyo company in 1929. The ViewMaster,a three dimensional viewer,was developed by a camera enthusiast named William Gruber. The toy became popular when Gruber licensed Disney characters to make still, 3D images from Disney movies and television programs. Finally,in 1940,model airplanes were mass produced. They started out as a way for manufacturers to sell planes to the military,but later caught on as a toy. The toys that we know and love today have had their roots from these ancient times. Thanks to all these creative man's efforts, we know otherwise what we may never know."	['To memorize President Theodore Roosevelt']
How old was he when he moved to Paris and how old was he when he died?	"Pablo Picasso was born in Spain in 1881.His father was a painter and art teacher who gave his son the first lesson in drawing.He won a prize--""Science and Charity"" for his first important painting when he was only fifteen.He studied in several cities in Spain.But there was no one to teach him all that he wanted to know.When he was nineteen,he visited Paris. Paris was then the center of the world for artists.Everything that was new and exciting in the world of paintings seemed to happen there.When he was twenty-three,Picasso moved there to live and lived in France for the rest of his life. When he was over ninety,this great painter still lived his life like a young man.He was still looking for new ideas and new ways to use his artistic materials. When he died in 1973,he was ninety-one years old. ,."	['Twenty-three and ninety-one.']
What's the best title for the passage?	"Have you ever dreamed of visiting a planet in the Milky Way? While the trip sounds exciting, it would take years and years to reach the place that we are going to. So in the future, bedtime for astronauts may be more than a few hours of regular shut-eye. They would have to sleep for years. European researchers are now doing hibernation experiments. The study may help them understand whether humans could ever sleep through the years it would take for a space flight to distant planets. ""If there was an effective technology, it could make deep-space travel come true,"" said Mark Ayer of the European Space Agency last month. What seems like science fiction is not completely impossible. Researchers have been able to use chemicals to put living cells into a sleep-like state where they don't age. They have now moved on to small, non-hibernating mammals like rats. The results will be out soon. A major challenge is the fact that cells can be very simple systems, but body organs are far more complex . ""It's like moving from a simple Apple computer to a supercomputer,"" said Marco Biggiogera, a hibernation researcher at Italy's University of Pavia. Just like bears and frogs, the hibernation of human beings would cause a person's metabolism to lower so they would need less energy. Medical research, however, is just half of a space flight hibernation system. There is the challenge of designing a suitable protective place to live. Such a place would provide the proper environment for hibernation, such as the proper temperature. It would also have to monitor life functions and serve the physiological needs of the hibernator. According to Ayer, the six-person Human Outer Planets Exploration Mission to Jupiter's moon Callisto, could be an opportunity to use human hibernation. The mission aims to send six humans on a five-year flight to Callisto, where they will spend 30 days, in 2045. , ."	['Hibernation study for space travel']
Helen is Alice's _ .	Look at the picture. Who is the girl? She is my friend. Her name is Alice Black. She is an English girl. Alice has a big family. Her grandparents have two daughters and one son -- her father. Alice lives with her grandparents, parents, two brothers and one sister. Alice has two dogs -- Bobby and Tony. Bobby is black and Tony is white. Alice likes them very much. Alice is a middle school student. She has a good friend at school. Her name is Helen. They are cousins, too.	['cousin']
We may infer from the passage that _ .	There is much discussion today about whether economic growth is desirable. At an earlier period, our desire for material wealth may have been justified. Now, however, this desire for more than we need is causing serious problems. Even though we have good intentions, we may be producing too much, too fast. Those who criticize economic growth argue that we must slow down. They believe that society is approaching certain limits on growth. These include the fixed supply of natural resources, the possible negative effects of industry on the natural environment, and the continuing increase in the world's population. As society reaches these limits, economic growth can no longer continue, and the quality of life will decrease. People who want more economic growth, on the other hand, argue that even at the present growth rate there are still many poor people in the world. These proponents of economic growth believe that only more growth can create the capital needed to improve the quality of life in the world. Furthermore, they argue that only continued growth can provide the financial resources required to protect our natural surroundings from industrialization. This debate over the desirability of continued economic growth is of vital importance to business and industry. If those who argue against economic growth are correct, the problems they mention cannot be ignored. To find a solution, economists and business community must pay attention to these problems and discuss them with one another.	['the author describes the case as it is']
What can we learn about the robot players?	The end of the 2014 World Cup does not mean the end of the international competition in Brazil. A major football event which is known as RoboCup will be held in the coastal city Joao Pessoa. Teams of robots from around the world will take part in _ and play the game known as soccer in the United States. The robot teams are guided by teams of human beings. Watching robots play football is similar to watching children play the game. The kicks are not good, there are a lot of falls , and people are there to guide and support the robot players. Students of the University of Pennsylvania are trying for their fourth victory at the competition. The students have won the last three RoboCup competition in the Netherlands, Mexico and Turkey. Jian Qiaoli is one of the leaders of the University of Pennsylvania team. He says one goal he has set for his team is to make sure the robots can find the ball and know where they are on the playing field. And he wants the team to be able to better control the walking ability of the robots. They should pay more attention to the kicking ability, which is the key to winning the game. Qin He is another leader of the robot team. She says the abilities of the robots improve every year. The robots know the difference between the colors green and red, and they can decide where to go and where the ball is on the playing field. She says the robots are self-learning and don't need to be told what to do. If there are three robot players on the playing field at the same time, they will communicate with each other to decide different responsibility for each of them. They have very good team play right now. As long as the radar detection works well, the robots will be very competitive. So RoboCup will be an exciting technology competition. Each team develops their own software. Actually, it's a competition of who has the best software. Some RoboCup participants hope to develop a team of robots that can play against human beings.	['They are not very skillful.']
According to the passage, in the future cars will be _ .	"It's exciting to imagine how future humans will have solved the problems we have now, or what amazing new inventions will make our lives more convenient and interesting. We asked top scientists to share their predictions on what the world will be like in a century. If they're right, the 2114 is going to be really cool. 1. Robots will do your chores and more Robots will be doing most of our jobs, from building homes to teaching math. There are already robots that clean floors and pump gas. In the future they will be more complicated and useful. Unfortunately, with robots taking all the jobs, unemployment will be high. 2. You will read minds. Speaking of being social, we will communicate in an entirely different way. Forget texts and emails. Mind-reading technology will allow us to send thoughts to each other without speaking a word. We will also be able to send thoughts to objects around us. (Instead of pressing ""start"" on the microwave, you could just think ""start."") Meanwhile, chips implanted(in our brains will improve memory and intelligence. 3. Your car will drive you Today, around 30,000 Americans die in car accidents each year. One hundred years form now, accidents will be a thing of the past. According to Mark Safford, consultant or the U.S. Department of Transportation, future cars will drive themselves. These electric cars will communicate with other cars on the road to travel safely in close formation at high speeds. 4. You will eat fake meat. Raising animals is not an efficient way to produce food, and it harms the environment: Cows, chickens, and pigs eat a lot, and then we have to deal with all that poop(. What's more, that poop can up poisoning lakes, rivers, and streams. Today, scientists can ""grow"" meat in a lab from animal cells, but it's expensive and not very delicious. In the future, they will have perfected the process. You'll order hamburgers that come from factories, not cows. Scientists may even find ways to make lab-grown meat tastier and healthier than the real thing."	['much easier to operate']
"In Science / Health; ""Johns Hopkins"" is_."	"C 8:30 PM Outlook Outlook is back with a new series of reports to keep you up date with all that's new in the world of entertainment. Stories go all the way from the technical to the romantic, from stage to screen. There will be reports of the stars of the moment, the stars of the future and the stars of the past. The director with his new film,he designer with the latest fashion and the musician with the popular song are part of the new Outlook . The program is introduced by Fran Levine. 9:00 PM Discovery When a 10-year-old boy gets a first class degree in mathematics or an 8-year-old plays chess like a future grand master, they are considered as geniuses . Where does the quality of genius come from? Is it all in the genes or can any child be turned into a genius ? And if parents do have a child who might become a genius in the future,what should they do? In this 30-minute film, Barry Johnson , the professor at School of Medicine , New York University will help you discover the answer . 10:00 P Science/Health Is it possible to beat high blood pressure without drugs? The answer is ""yes"", according to the researchers at Johns Hopkins and three other medical centers . After a study of 800 persons with high blood pressure , they found that after 6 months , those devoted to weight loss--exercise and eating a low--salt , low-fat food--lost about 13 pounds and became fitter . Plus , 35% of them dropped into the ""normal"" category . This week, Dr . Alan Duckworth will tell you how these people reduce their blood pressure to a level similar to what's achieved with Hypertension drugs ."	['a medical center']
The best title of the passage will probably be _ .	"Mary Buendia once spent a day in an airplane, looking for a cat. She didn't find it that day. The plane flew around all over the world for three weeks with the cat on board. She finally found it in the cargo hold and sent it home first-class. Another time ,she found two suitcases full of birds from Turkey. But her strangest experience was when she pulled a snake out of a man's pants. Mary Buendia is an animal health inspector at JFK Airport in New York. She takes care of all the animals that pass through the airport and checks that they are healthy. In the Animal Health Center, there are areas for dogs, cats, reptiles, birds, and fish. There is also an area for very big animals. The biggest they ever had was a black rhino. ""It was no problem."" she says. At the center, they receive all types of animals monkeys, wild cats, poisonous spiders. It's impossible for one person to know about all of these, but there are 20 people working with Mary. Among them, they understand how to take care of the animals. She recently had to feed a group of toucans, which are rare birds. ""luckily,"" she says, ""there is a supermarket nearby which is open 24 hours. I had to go at 2 a.m to buy bananas. Mary often works at night. ""It's quiet between 1 a.m. and 4 a.m."" she says, ""because we don't have night flights. We try to give the animals a quiet night."" Mary clearly loves her job. ""You never know what the day will bring,""she says, and goes off to feed the birds."	['Airport Health Inspector']
What is the finding of the study?	"Fear may be felt in the heart as well as in the head, according to a study that has found a link between the cycles of a beating heart and the chance of someone feeling fear. Tests on healthy volunteers found that they were more likely to feel a sense of fear at the moment when their hearts are contracting and pumping blood around their bodies, compared with the point when the heartbeat is relaxed. Scientists say the results suggest that the heart is able to influence how the brain responds to a fearful event, depending on which point it is at in its regular cycle of contraction and relaxation. Sarah Garfinkel at the Brighton and Sussex Medical School said: ""Our study shows for the first time that the way in which we deal with fear is different depending on when we see fearful pictures in relation to our heart."" The study tested 20 healthy volunteers on their reactions to fear as they were shown pictures of fearful faces. Dr Garfinkel said, ""The study showed that fearful faces are better noticed when the heart is pumping than when it is relaxed. Thus our hearts can also affect what we see and what we don't see - and guide whether we see fear."" To further understand this relationship, the scientists also used a brain scanner to show how the brain influences the way the heart changes a person's feeling of fear. ""We have found an important _ by which the heart and brain 'speak'to each other to change our feelings and reduce fear,"" Dr Garfinkel said. ""We hope that by increasing our understanding about how fear is dealt with and ways that it could be reduced, we may be able to develop more successful treatments for anxiety disorders, and also for those for those who may be suffering from serious stress disorder."""	"[""One's heart affects how he feels fear.""]"
What is the passage mainly talking about?	A couple of years ago, those who forecast that oil price would reach $ 100 a barrel were seen as doomsters. However, now some are predicting $ 200 a barrel. Had economists been told that oil price would barely pause at $ 100 before reaching the recent peak of nearly $ 127, they would no doubt have forecast terrible economic consequences. But the global economy, though interrupted by the high price of energy, is still chugging along. Meanwhile, inflation has picked up, but the headlinerates of inflation in most developed countries are nowhere near the levels seen in the 1970s and 1980s. There are three explanations for the oil price's unclear impact. The first is that nowadays developed economies are more efficient in their use of energy, thanks partly to the increased importance of service industries and the diminished role of manufacturing . According to the Energy Information Administration, the energy intensity of America's GDP fell by 42% between 1980 and 2007. A second theory is that the oil-price rise has been steady, not sudden, giving the economy time to adjust. Giovanni Serio of Goldman Sachs points out that in 1973 there was a severe supply shock because of the oil embargo , when the world had to cope with 10%-15% less crude almost overnight. Not this time. The third explanation turns the argument on its head; rather than oil harming the global economy, it is global expansion that is driving up the price of oil. The most important factor is the shift in favor of the developing economies. America has responded to high price in familiar fashion: UBS forecasts that demand will drop by 1.1% this year and will be no higher in 2010 than it was in 2004. But the demand from China and other emerging markets is more than offsetting this shortfall.	['The increase of oil price']
Which of the following can be inferred from the passage?	"He leant down to the pickpocket The heaving and gasping had stopped, but he was still making a show of his breathlessness. ""That's better,"" Mallon said. ""Can you stand up? Try to stand up. Here."" he said, and gripped the pickpocket's arm and forced him upright until he saw his face for the first time. As the pickpocket labored for breath, he gazed up at Mallon with his dark eyes. ""How could you?"" they asked. Mallon might have said, ""Because you tried to steal from me."" But he was still conscious of the flush of joy he'd felt when his blow struck home-when he knew he'd hurt the man. Where that joy came from he couldn't say, but he knew that its roots were deeper than some clumsy failed theft. Fat drops of rain began to patter on the awning . ""How are you?"" Mallon said. ""Can you walk?"" The pickpocket turned away and leant against the store window with both hands, and his head sank lower as his shoulders rose and fell. A gray-haired woman inside the store rapped on the glass and made a shooing motion. When the pickpocket ignored het she rapped harder and kept rapping. ""I have to go,"" Mallon said. ""I'm sorry."" He looked up at the sky. ""I'm sorry,"" he said again, and stepped into the rain and walked quickly up the street. One of the Bangladeshi umbrella sellers was working the comer, and Mallon had just paid seven euros when he heard a woman shouting. He didn't want to look back but did. It was the woman from the shop. pushing and batting the pickpocket away from the window while he bent down and covered his head like a boxer trying to get through the 1ast seconds of a round. Mallon slipped his wallet back into his jacket pocket and took the umbrella that the Bangladeshi had opened for him. The pickpocket was out on the sidewalk now, in the rain. The woman stood just under the awning with her arms crossed over her chest. ""Excuse me, madam,"" Mallon said, coming up to them. ""This man isn't well. He needs to rest a moment. '' ""I know these people."" she said. ""Our Romans don't want them here."" The rain fell in sheets, ran down the pickpocket's shiny scalp and face, down his 1eather jacket. ""Here."" Mallon said, and offered him the umbrella, but he only looked at Mallon with his hurt dark eyes and then lowered his head again Mallon bumped him in the shoulder with the handle of the umbrella ""Go on-take it!"" he said. And finally, with a beaten. unwilling look, the pickpocket did. And that was when he saw a taxi round the corner with a 1ight glowing on its roof. Mallon ran out waving his arm and the cab turned sharply to the pavement, sending a lot of water over his shoes. He opened the door but couldn't help looking back. The pickpocket had lowered the umbrella to the ground upside down and was 1caning on the shaft, head low, neck bared to the sky. ""Wait,'' Mallon said to the driver. He went back and grabbed the pickpocket's sleeve and pulled him to the cab. ""Get in,"" Mallon said, and took the umbrella and pushed him into the back seat. He leaned inside. ""O. K., where do you live?"" ''No Gypsies!"" the driver said. He was twisted around, glaring at the pickpocket. ""Gypsy? Look, he's not well. I'll pay,"" Mallon added The driver shook his head. ""No Gypsies. Get him out. "" Mallon 1ooked at the driver's nameplate: Michele Kadare. ""It's the law,"" he said, ""If you don't take us. Signor Kadare. I'll report you and you'll lose your license. Believe me-I am quite serious. The driver fastened those pale eyes on Mallon and turned and put his hands on the steering wheel. He raised his eyes to the rearview mirror and he and Mallon exchanged stares. ""O. K., Mr. American."" he said. ""You pay. """	"[""The pickpocket had conflicting emotions about Mallon's help.""]"
Which of the following is true according to the passage?	"Robots have come a long way since 15th century. We've got robots to build cars, carry heavy things, work in dangerous places and explore planets. But things haven't stopped there. In 1986, Honda made a robot called ASIMO. And now, it has been developed greatly. Standing at 130cm and weighing 54kg. ASIMO is very much like a small astronaut wearing a bag on the back. And he can walk, flight, climb and run fast. Isn't it wonderful? The world's first robot teacher is Saya. With her human-like face, she can show expressions like happiness, surprise, sadness, dislike, fear and she can even smile or show anger at students, which look much like a real teacher's. To do this, her rubber skin is pulled from the back with motors inside. And her eyes and mouth have wires too. She can also say some simple words like ""hello"" or ""thank you"". In the UK, the development of robots is exciting. The mini-robots will send food, clean floors, collect and throw away waste. These robots can open doors by themselves and stop if anything or anyone is in the way. These mini-robots are very useful for controlling infection . Usually clean and dirty work is done by the same person, but here, you'll have robots that do""dirty work"", like collecting dirty sheets, or taking away hospital waste; and you'll have robots that do""clean work"", like bringing meals or clean sheets to patients. The robots have separate work so there's no way for infection, which is great. But of course, robots would not take the piece of humans, but would free up more time for nurses to be with patients. But if this is what it's like in 2011, what's it going to be like to 2021?"	['If anyone or anything is in the way, mini-robots will stop.']
This passage is probably written for _ .	You want to know where the safest place for young children is in the car? For a child of any age, the back seat is the safest place and the safest part of the back seat is the middle. In the back seat, the child is farthest away from the force or effect of head-on collision , which can cause the most injuries. All fifty states of theprefix = st1 /USAhave laws requiring the use of safety seats for young children. If you have children under 8 years of age weighing no more than 80 pounds, it is necessary to fit your car with a special child safety seat. The child safety seat comes in three types or sizes: the first type is designed for babies from birth to one year of age, until the baby weighs about 20 pounds; the second size is for children between one and four years of age, who weigh between 20 and 40 pounds; the third kind is used by older children big enough to use the car's belt system. Moreover, all these safety seats must be fitted and held in place on the car's back seat. If your child does need your attention while you are driving, don't look back. Just pull over . In addition, always be sure your child is properly fastened throughout the entire trip. Children who can unfasten their own car seats are subject to fatal injuries in an accident. Start early in your child's life teaching them that car safety is serious business and make sure you give a good example and always wear your own seat belt.	['parents of small children']
Japanese climb Mount Fuji to _ .	On New Year's Eve , people in Italy throw out all the old things. So there are chairs, beds, clothes and plates in the streets. In Spain, New Year comes more quietly. Everyone holds a bag of grapes . When twelve o'clock comes, people start eating the grapes. In Japan, people eat noodles on New Year's Eve. This food is said to bring long life. Early the next morning, some families climb Mount Fuji . There they watch the first sunrise of New Year. In China people eat dumplings.	['see the sun coming up']
Which of the following can communicate the feeling a loved one perfectly?	While many modern forms of communication like phone calls, e-mail, and letters, are extremely convenient. In my opinion, nothing beats speaking to another person face to face. The first and most obvious advantage that a face communication has over a letter and e-mail is that there is the ability to interactively converse. If the sender of a letter or an email does not write clearly, then much time must be spent to clear up the misunderstanding. In a face-to-face conversation, misunderstandings are easily dealt with because of the interactive nature of it. I would still argue that the face-to-face conversation is better because you can see the other person. Not all communication is verbal ; the meaning of much of what we say depends on our body language and the tone of voice. Joking and irony are particularly difficult to express and enjoy without seeing the expression on someone's face, or watching the movements of their body. Finally, if the goal of communication is to maintain or deepen the relationship with someone, the face-to-face communication offers the choice of communication by touch even if we could communicate by the video. Trust and respect between business partners can be established with a firm handshake. No amount of body language can convey the excitement of a high five between friends, and no number of words can communicate the comforting embrace of a loved one. Touch is the first basic method of our human relationships, before spoken language, and it is only available when people communicate face to face.	['face to face communication']
Steve will ride 900 miles in 9 days to _ .	Steve Sparks was a young successful lawyer when a bruise on one of the legs of his 3-year-old daughter changed his life. The bruise led to a doctor's visit. The doctor said his daughter was suffering from leukemia . Steve said that in a moment his life changed from what restaurant he was going to take his clients to lunch to whether his daughter Katie was ever going to see her fourth birthday. For three years Katie received a lot of treatment at the Nemours Hospital for Children in Wilmington, Delaware and with the help of wonderful doctors, kind nurses, whom Steve and his wife Michelle called heroes, Katie's leukemia was cured . Forever changed by the experience and encouraged by the heroes at Nemours who saved his daughter's life, Steve felt he couldn't go back to business as usual. He felt there was something else he was meant to do and that something else led him to join the Nemours Foundation at the age of 28. The job change came with a 65% pay cut from what he was making as a lawyer, but Steve thought he was right and it was more important to help those who need help. Steve is glad to have made such a choice. Katie is now a healthy 20-year-old college student and Steve is one of the leaders of the Nemours Foundation. In three weeks Steve will have a party for Katie's 21st birthday, and give big thanks to the Nemours by riding his bicycle from Nemours in Jack-sonville, Florida to Wilmington, Delaware. He'll ride 900 miles in 9 days and raise $100,000 for the Nemours Foundation with the hope of saving more children's lives.	"[""raise money to save more children's lives""]"
How many dollars did young Ford earn every week? _ .	"The car was invented just a century ago. You may know all kinds of cars' names, but many people don't know who was the inventor of the first car. The first car was invented not by a German, but by an American. His name was Henry Ford. Henry was born in a poor family. He was the eldest of six children. When he was a boy, he became interested in mending watches and machines. When he was twelve years old, his mother died. Soon he had to work in a machine shop for two dollars and fifty cents a week. In the evenings he repaired watches for another dollar a week. The hard life made him strong and able. At that time there was another interest in the life of the young ford. He dreamed to make a machine. It could run without a horse, so named ""horseless carriage."" He over-came a lot of difficulties and in April 1893, the ""horseless carriage"" was finally finished. It was the first car. Later Henry Ford founded the Ford Motor Company . He was really the first inventor of the car in the world."	['3.5 dollars']
What is one of the most important meals of the day?	I think all of us should know it's necessary to have breakfast. It's one of the most important meals of the day. If you want to keep fit, you should have a good breakfast. Choosing the right food is also important. For it, you may have bread, eggs and milk. But in fact, many students go to school without breakfast. This does harm to their health. Maybe they say they have no time because it's too late or their parents are too busy to prepare breakfast for them. What will happen to the students on an empty stomach ? Because of no energy, they can't keep active. They may not grow fast. When they feel hungry, they are not able to study well and they have no energy to play well, either. What's worse , they will spend more time getting better once they fall ill. Therefore , we shouldn't go to school without breakfast, no matter what reason it is.	['Breakfast.']
Which of the following statements is true?	"STOCKHOLM, Oct.11 (Xinhua) -- Chinese writer Mo Yan has won the 2012 Nobel Prize in Literature, announced Peter Englund, Permanent Secretary of the Swedish Academy in Stockholm on Thursday. The Nobel Prize in Literature 2012 is awarded to Chinese writer Mo Yan ""who with hallucinatory realism merges folk tales, history and the contemporary,"" said Englund at a press conference. Mo Yan, a pseudonym for Guan Moye, was born in 1955 and grew up in Gaomi in Shandong province in eastern China.His parents were farmers. As a 12-year-old during the Cultural Revolution he left school to work, first in agriculture, later in a factory.In 1976 he joined the People's Liberation Army and during this time began to study literature and write.His first short story was published in a literary journal in 1981. ""In his writing, Mo Yan draws on his youthful experiences and on settings in the province of his birth.This is apparent in his novel Hong gaoliang jiazu (1987, in English Red Sorghum 1993),"" said the academy in a statement of Mo's biography. The book consists of five stories that unfold and interweave in Gaomi in several turbulent decades in the 20th century, with depictions of bandit culture, the Japanese occupation and the harsh conditions endured by poor farm workers, according to the biography.Red Sorghum was successfully filmed in 1987, directed by famous Chinese director Zhang Yimou. Through a mixture of fantasy and reality, historical and social perspectives, Mo Yan has created a world reminiscent in its complexity of those in the writings of William Faulkner and Gabriel Garcia Marquez, at the same time finding a departure point in old Chinese literature and in oral tradition, the academy commented in the biographical statement. In addition to his novels, Mo Yan has published many short stories and essays on various topics.In spite of his social criticism, he is seen in his homeland as one of the foremost contemporary authors, the statement added. Dozens of his works have been translated into English, French and Japanese and many other languages. Last year's literature prize went to Swedish poet Tomas Transtromer. Alfred Nobel, a Swedish industrialist who invented dynamite, established the Nobel Prizes in his will in 1895.The first awards were handed out six years later."	"[""Mo Yan's works are widely read at home and abroad.""]"
The campers like to _ at night.	What do we do when we go camping? First, we think of a plan. We take food, clothes, a knife, and things for cooking and eating. We take things to keep us away from insects and the sun. Then we put everything into the car and we drive to the woods. We look for a place for campers and we look for a good place for our tent . The place should have a lot of air. This will keep some insects away. High land with water on both sides of it is good. Then we put up our tent. We put everything into the tent, and we are ready for fun. We can swim in the lake, walk in the woods, climb a mountain, row a boat, or go fishing. In the evening we come back to the tent, we build a big fire because it can keep the insects away. We sit around the fire and talk. We may tell interesting stories or we may sing songs. At night we lie down on the grass. We can look up at the stars. It is a busy day, so we try to go to sleep early. Everything is dark. Everything is quiet. We hope we won't hear music from the radio in the next tent. We hope it won't rain.	['go to sleep early']
According to the passage, reading can help people in many ways EXCEPT _ .	"Reading is very important. World Book Day falls on April 23 every year. It encourages people, especially teenagers, to discover the pleasure of reading. It is also the day to honor great writers. Many countries celebrate World Book Day. On that day, millions of school children can buy books at a much lower price than usual in any bookstore in England. It has been done every year since 1998. World Book Day is also celebrated in China. Wen Jiabao, Premier of China, is an avid reader. He does lots of reading every day though he is very busy. On World Book Day 2009, he called on people to do more reading. Wen suggested that young people should spend more time reading. ""Books can not change the world, but people can change the world by changing themselves through reading,"" he said. Reading helps us become more knowledgeable and smarter. Reading helps us to follow the latest developments of science and technology . Reading gives us information about other cultures and places in the world. Reading is also one of the most important ways to learn a foreign language like English. We all know that it is difficult to learn everything in the classroom, for example, the ways English people are living and working today can be learnt by reading. Books, magazines, newspapers and other kinds of reading materials can help us to know more about the outside world. Therefore, it is necessary for us to spend time reading every day."	['improving your health']
If you have time only on Sunday morning, you can join _ .	Do you like sports? Here are some sports clubs for you. Ball Games Club Do you like ball games? We have basketball, soccer, volleyball and tennis for you. Let's play them together! Sunday: 8: 30 a.m.~ 11: 00 a.m. 3: 00 p.m. ~ 6: 00 p.m. Telephone: 15934678726 Roller Skating Club Do you like roller skating? You can have a lot of new friends in our club. Students are 6~16 years old. Saturday and Sunday evenings: 7: 00~ 10: 00 Meet on Renmin Square . Telephone: 13473401430 Cycling Club Let's go out with our friends on our bikes. It's really cool and exciting. Saturday morning: 6: 00~11: 00 Start in the city park. E-mail address: cycling@163.com Kung Fu Club Do you want to do kung fu well? Come and join us! Sunday evening: 6: 00~8: 00 Call us at 746-3838.	['Ball Games Club']
What would be the best title for the passage?	"A growing number of college students are applying to take entry tests for medical and dental schools among increasing graduate unemployment in Korea. ""I've decided to apply for the test to enter a medical college to become a doctor, changing from my original plan to prepare for a lawyer qualification exam in order to get a more stable job in the future,"" said a 24-year-old college graduate, Lee, who majored in business administration during his undergraduate schooling. The new medical and dental school system is getting popularity, attracting an increasing number of students every year since its appearance in 2004, as it is open to all college graduates regardless of their previous majors. The Education Development introduced the new medical and dental education system, in which college students with bachelor's degrees are allowed to study medicine or dentistry by taking the Medical Education Test (MET) and Dental Education Test (DET). Ten medical schools and six dental colleges that have used the new system have received 4,377 applications for the entrance exams. Applicants are getting younger compared with those in their 20s representing 76.9 percent of the total. The tests might be easier for students with biology and chemistry majors, but graduates from other majors are also applying for the tests. Under the existing medical and dental education system, students should take a two-year premedical course followed by a four-year medical course. Students graduating under the new medical or dental education system are given master's degrees, while those graduates who studied under the previous system have bachelor's degrees."	['Korean College Students Rush to Medical and Dental Schools']
The researchers are now trying to make the wristband _ .	"Smart home applications can share all kinds of helpful information with homeowners. There appears a new housing platform which can detect the stress on electricity -- and the stress on the heart. ""There is a growing population of elderly people, and there are statistics to show that more and more of them are going to live alone in the home,"" said Johann Siau, a senior lecturer at the University of Hertfordshire in the U.K., who was leading the InterHome project. The system was originally designed to provide remote access to a house so owners could be more energy-efficient. In a small type of the system, set-in controller devices connect securely to the Internet. The owner can then monitor them with a cell phone or computer. User feedback helps the system adapt to routines, saving on electricity. While thinking about responding to user behavior and an increasingly elderly population, the researchers decided to add wristband technology that senses important organs of the body such as body temperature and pulse, Siau said. ""If someone were to fall, it would detect the fall and it would immediately start the monitor of the pulse to see if the person has gone into shock ,"" he said. The wristband communicates with the home system wirelessly. Data from the band can be securely transmitted to the home network and accessed by authorized users. ""We're working on trying to reduce it to a level where it could potentially be a wrist-sized product,"" Siau said. But he warned that the technology presented new challenges. ""When you start using that on a larger scale, you have issues of privacy or security,"" he said. Siau said the InterHome home system isn't intended to invade privacy. ""We're thinking about the elderly people who are living alone with no one looking after them,"" he said. ""Hopefully this will be able to decrease some concerns and possibly save a few lives."""	['suitable to wear on the wrist']
